Recency,Frequency,Monetary,Avg_Order_Value,Purchase_Rate
2.32202284596252,-0.329362146223227,-0.2310015041405007,-0.8745520185704266,-0.18520084372610876
-0.8937332316580672,0.20610241695093204,0.2934311835943776,0.8301035733825984,0.4570350854349915
-0.16919559688552746,-0.11517632095356338,-0.012316723698590569,0.36939963529103426,-0.1723641203339269
-0.7250052893137771,-0.4364550588580588,-0.017146128194228005,3.9913695706312615,-0.17309035018673716
2.1632200766973058,-0.4364550588580588,-0.19031234154687118,0.051261858377053916,-0.18600136258605582
-0.556277346969487,0.6344740674902593,-0.042958924105150745,-0.48558887601567297,-0.1048443718564296
1.1111517303152618,-0.4364550588580588,-0.22017215165595216,-0.6281482056268687,-0.18554253522394776
1.3890565765293867,-0.4364550588580588,-0.09966214378295368,2.1138555734663877,-0.1857043081881245
1.2104034611060206,-0.4364550588580588,-0.17510257682138167,0.3973346293651971,-0.18560514834795636
-0.6853045969974735,-0.2222692335883952,0.11108800659696305,1.7200063028674277,-0.1523927993816439
-0.5860528662067147,-0.4364550588580588,0.524336097407335,16.311892447669308,-0.17877203079990003
-0.8937332316580672,-0.329362146223227,-0.08887416185845849,0.7423830249512153,-0.0029104880115257982
-0.8341821931836119,0.09900950431610024,0.5289428309473913,2.0073251459490105,-0.0029104880115257982
-0.39747457770427286,-0.2222692335883952,0.09291294614059212,1.5821585967274305,-0.17126792432968493
1.9349410958785604,-0.4364550588580588,-0.20789482956953703,-0.3487982648852395,-0.18593049744545245
-0.8838080585789913,0.8486598927599229,0.396198088329209,0.22320784843268907,0.7100051508305759
0.17818546088212855,-0.329362146223227,-0.16383518311273904,-0.11042334022860652,-0.1819163328123325
-0.8341821931836119,-0.11517632095356338,-0.0712259676521785,0.0343042925986349,-0.06423656447106142
1.9746417881948641,-0.2222692335883952,-0.19198054854196284,-0.578599813428593,-0.18405343645792813
-0.8738828854999153,-0.4364550588580588,-0.21045007004341926,-0.4069384904112476,-0.13169524857655063
-0.4073997507833487,-0.11517632095356338,0.2004313813756665,1.5795815081594722,-0.1656604601541396
-0.46695078925780403,-0.329362146223227,-0.0012780848514192995,1.7389341762886725,-0.17489013721326702
-0.19897111612275512,-0.2222692335883952,-0.07305844010630548,0.3233581138387717,-0.17554759366131448
2.1731452497763817,-0.4364550588580588,-0.18663766238919288,0.13487303984778942,-0.18600420667196632
-0.6654542508393217,-0.4364550588580588,-0.14060318008043732,1.1823107314313432,-0.17627458877213614
-0.8838080585789913,-0.2222692335883952,-0.17558685573024124,-0.4542627882679729,0.020086790660800075
2.2128459420926854,-0.329362146223227,-0.03289492698158887,1.379239981034436,-0.1851420886302092
0.37668892246364627,-0.4364550588580588,0.25675983245063333,10.223641831337497,-0.1847820964430494
-0.09971938533199626,-0.2222692335883952,-0.1275398173530089,-0.08985277472107127,-0.17691399411056966
-0.6952297700765494,-0.008083408318731574,0.10003111603212121,0.6318667619727778,-0.12689581650580437
-0.8639577124208395,0.09900950431610024,-0.01149904674694825,-0.042150103968065566,0.08907862667777766
0.92257344181282,0.09900950431610024,-0.007197725282579828,-0.025838540695491123,-0.17798654500084526
-0.6257535585230182,-0.2222692335883952,-0.16211222096463557,-0.3520651918433676,-0.15929198298334166
2.4411249229114307,-0.329362146223227,-0.18209906859510686,-0.3182054319298877,-0.1852605914664282
-0.7547808085510047,0.09900950431610024,0.10734397091213656,0.4085289299307603,-0.08948847830734079
-0.11956973149014803,-0.4364550588580588,-0.1640980078471955,0.6477252006305386,-0.18348171314238068
-0.6952297700765494,-0.4364550588580588,-0.1749212764258538,0.4014598167953758,-0.17489013721326702
-0.19897111612275512,-0.11517632095356338,-0.0384337149040231,0.22083751616124422,-0.17176721908504172
-0.2783725007553622,-0.329362146223227,-0.07616853279737357,0.8869306999375431,-0.17839741449573546
-0.7547808085510047,1.0628457180295867,0.13382356290862482,-0.32115304907798403,0.056611880316847024
-0.556277346969487,-0.329362146223227,0.062230591955156664,2.4614510646468784,-0.17197156365673213
-0.45702561617872817,-0.4364550588580588,-0.031977473973347346,3.653907090185303,-0.1810170717716665
0.2675120185938115,-0.11517632095356338,-0.09610305883718913,-0.10720486345841673,-0.17768980592120234
2.0937438651437748,-0.4364550588580588,-0.2207440388096306,-0.6411605418160229,-0.18598093007411984
2.2922473267252923,-0.4364550588580588,-0.20355092076393724,-0.24995988149102588,-0.1860369663281947
-0.4173249238624246,-0.329362146223227,-0.18114997927623627,-0.30740796147505767,-0.1760664686031558
0.5652672109660881,-0.4364550588580588,-0.02288446822986067,3.860803235592855,-0.1850489350963466
-0.6952297700765494,-0.2222692335883952,0.16819398084469697,2.1531232972145085,-0.15089297685953568
-0.4173249238624246,-0.008083408318731574,-0.023160677557275557,0.07126209595800082,-0.1598330954226905
-0.5860528662067147,0.4202882422205957,0.11487706318537705,-0.00011995045685676008,-0.11383853807803877
-0.1294949045692239,0.20610241695093204,1.114384926949153,3.4985935856832078,-0.16274157478419052
2.073893518985623,-0.2222692335883952,-0.14812897166660954,-0.2460100375981479,-0.1841473199325044
-0.16919559688552746,-0.2222692335883952,-0.08171705496923214,0.2576873448160617,-0.17599526959797832
-0.24859698151813456,-0.008083408318731574,-0.14653863866691239,-0.49018975620015537,-0.16659700091455104
1.2401789803432484,-0.2222692335883952,-0.16256851390640026,-0.3555259195532491,-0.18309100164607886
-0.6753794239183977,2.2408677570127367,14.823678376302029,12.30022008089264,0.10011732044049408
-0.8838080585789913,0.7415669801250911,0.2044601438561542,-0.04886853002884874,0.6410133148135984
